davidmcinnes92;21/06/2016 10:48;0;0;The idea that Cameron won't quit if leave win and the Tories will be a happy family is . Cameron will quit and Gove/Boris will plan Brexit.;;;;7,45177E+17;https://twitter.com/davidmcinnes92/status/745176612094640129
davidmcinnes92;21/06/2016 10:50;1;0;Planning Brexit is a massive poison chalice so the idea Cameron will want to stick around for is crazy talk.;;;;7,45177E+17;https://twitter.com/davidmcinnes92/status/745177092665417729
davidmcinnes92;21/06/2016 14:09;0;0;he'll resign of his own accord if Brexit since why would he want to be in charge of leaving? Not sure if Remain;;;;7,45227E+17;https://twitter.com/davidmcinnes92/status/745227020297211904
davidmcinnes92;21/06/2016 16:26;1;0;Someone should make a post Brexit reality show where Brexit voters go to get currency exchanges for their holiday and film their reactions.;;;;7,45262E+17;https://twitter.com/davidmcinnes92/status/745261540371218432
ddi;15/06/2016 13:18;5;4;Direct Democracy Ireland launching Campaign for Referendum on EU membership @ DDI https://www.directdemocracyireland.ie/direct-democracy-ireland-to-launch-campaign-for-referendum-on-eu-membership/ … # Irexit # Brexit # FailedProject;;@;# # #;7,4304E+17;https://twitter.com/ddi/status/743039981246119936
ddi;21/06/2016 22:15;8;3;Very Interesting debate on # Brexit on # BBC, the Leave side hammering home the message of # EU instability a major threat to Democracy # IRExit;;;# # # #;7,45349E+17;https://twitter.com/ddi/status/745349460113362944
decyther;18/06/2016 15:51;0;0;No respect for the dead, campaigning is meant to be suspended # brexit # norespect # ripjocoxpic.twitter.com/NNJ25DBlND;;;# # #;7,44166E+17;https://twitter.com/decyther/status/744165668208128000
dickiewood;15/06/2016 23:42;0;0;Unemployment down in Yorkshire... bloody # BrExit jitters again :/;;;#;7,43197E+17;https://twitter.com/dickiewood/status/743197020484157440
dirktherabbit;16/06/2016 23:31;2;3;your assumption is leave is handicapped yet @ TheScepticIsle‘s Group campaigns for # brexit & doesn’t fan fear of foreigners;;@;#;7,43557E+17;https://twitter.com/dirktherabbit/status/743556518591733760
dirktherabbit;18/06/2016 09:30;0;0;Headline should read: Brexit may not mean recession if keep freedom of movement….which # VoteLeave campaigns againsthttps://twitter.com/SkyNews/status/743940807783231488 …;;;#;7,4407E+17;https://twitter.com/dirktherabbit/status/744069705837723648
dirktherabbit;18/06/2016 09:41;1;1;Interesting historical perspective from @ simon_schama in today’s FT on # refugees # BREXIT https://next.ft.com/content/7c7f2dbe-3474-11e6-bda0-04585c31b153 …pic.twitter.com/3tkKiWWguB;;@;# #;7,44072E+17;https://twitter.com/dirktherabbit/status/744072416230510592
dirktherabbit;20/06/2016 17:17;0;0;Rising prices caused by # Brexit would hit the non-affluent the hardest # voteremainhttps://twitter.com/MSmithsonPB/status/744911561932873728 …;;;# #;7,44912E+17;https://twitter.com/dirktherabbit/status/744912163391807488
dirktherabbit;21/06/2016 08:21;0;1;Just noticed the front page # Brexit ad wrap around in today’s Metro was paid by the DUP…from N Ireland;;;#;7,4514E+17;https://twitter.com/dirktherabbit/status/745139549232209920
donnantwich;15/06/2016 21:55;0;1;We told them to tackle the problem. They called us racist and xenophobic. They have lost the privilege. # brexit;;;#;7,4317E+17;https://twitter.com/donnantwich/status/743169966178893824
donnantwich;16/06/2016 08:38;0;2;Make your Millions another way. We're off. # BREXIT;;;#;7,43332E+17;https://twitter.com/donnantwich/status/743331938795020288
donnantwich;16/06/2016 23:27;0;0;Nothing has changed, the lies will just get bigger. # brexit;;;#;7,43556E+17;https://twitter.com/donnantwich/status/743555555457925121
donnantwich;17/06/2016 07:25;1;1;The left will milk this for every drop of hatred. We'll still # brexit mind.;;;#;7,43676E+17;https://twitter.com/donnantwich/status/743675987372630016
donnantwich;17/06/2016 07:44;3;4;If you wondered when things might return to normal, Polly says # brexit supporters are racists. Fuck you Polly pic.twitter.com/N9EmGafshH;;;#;7,43681E+17;https://twitter.com/donnantwich/status/743680787803840512
donnantwich;17/06/2016 13:55;0;0;Politician out of touch with electorate shocker. # BREXIT;;;#;7,43774E+17;https://twitter.com/donnantwich/status/743774032554762240
donnantwich;17/06/2016 17:29;0;0;only one way to solve it. # BREXIT;;;#;7,43828E+17;https://twitter.com/donnantwich/status/743827794438852608
donnantwich;17/06/2016 17:41;0;0;nope. Just checked. Couldn't give a fuck. # BREXIT;;;#;7,43831E+17;https://twitter.com/donnantwich/status/743830933313306624
donnantwich;18/06/2016 16:33;0;1;# brexit # VoteLeave;;;# #;7,44176E+17;https://twitter.com/donnantwich/status/744176218505908225
donnantwich;18/06/2016 16:48;1;0;The usual reply is like a motorboat. But But But But But But But But # brexit;;;#;7,4418E+17;https://twitter.com/donnantwich/status/744180015382827008
donnantwich;19/06/2016 10:25;1;7;it reads like the terms of our surrender. # brexit;;;#;7,44446E+17;https://twitter.com/donnantwich/status/744446022118674432
donnantwich;19/06/2016 11:01;0;1;No bad thing has ever been undone by changing a vote. # VoteLeave # BREXIT;;;# #;7,44455E+17;https://twitter.com/donnantwich/status/744455129261281280
donnantwich;19/06/2016 14:59;39;23;if you were wondering how low Remain would sink, this is just the beginning. # BREXIT pic.twitter.com/FdgM3BQIce;;;#;7,44515E+17;https://twitter.com/donnantwich/status/744514933686210560
donnantwich;19/06/2016 19:35;0;0;they have and they will and after the vote we'll never hear her name again # VoteLeave # BREXIT;;;# #;7,44585E+17;https://twitter.com/donnantwich/status/744584516476542976
donnantwich;20/06/2016 08:06;1;4;"Muslim mouthpiece"" conflates Brexit voters with racism. Imagine our surprise.""";;;;7,44773E+17;https://twitter.com/donnantwich/status/744773312862109696
donnantwich;20/06/2016 23:14;0;0;I shall call him “Spirit of Brexit”;;;;7,45002E+17;https://twitter.com/donnantwich/status/745001974286946310
donnantwich;21/06/2016 08:01;1;1;yes, we wouldn’t want to lose our very important and influential “seat at the table” # VoteLEAVE # BREXIT pic.twitter.com/4HyEQKEwC5;;;# #;7,45135E+17;https://twitter.com/donnantwich/status/745134570543034368
dykesy1;15/06/2016 13:53;0;0;I wouldn't worry about # GeorgeOsborne planning a # Revenge # budget if # Brexit wins . He'd be gone . Fast. we'd call an election sharpish;;;# # # #;7,43049E+17;https://twitter.com/dykesy1/status/743048668853481472
dykesy1;16/06/2016 19:25;0;1;# VoteLeave # Brexit . Make it count on June 23rd . # vote LEAVE .;;;# # #;7,43495E+17;https://twitter.com/dykesy1/status/743494790059298816
dykesy1;17/06/2016 00:07;1;1;im voting out just for your info . # Brexit;;;#;7,43566E+17;https://twitter.com/dykesy1/status/743565683993214981
dykesy1;17/06/2016 00:18;1;1;unsure if the # dailystar one is real . Not good if it is . No connection to # Brexit at all;;;# #;7,43569E+17;https://twitter.com/dykesy1/status/743568540003893249
dykesy1;19/06/2016 22:58;1;0;“ @ SkyNews: FINANCIAL TIMES FRONT PAGE: 'Cameron invokes murdered MP in neck-and-neck Brexit race' # skypapers pic.twitter.com/UWsrU6XfvA”;;@;#;7,44636E+17;https://twitter.com/dykesy1/status/744635610711883776
dykesy1;20/06/2016 10:31;0;0;@ mizog366 # leave # Brexit;;@;# #;7,4481E+17;https://twitter.com/dykesy1/status/744809959771119617
edis_on_no_side;20/06/2016 22:01;0;0;Next Thursday # voteremain # referendum # brexit @Birthdays Dalston https://www.instagram.com/p/BG45HQkRdB3/;;@Birthdays;# # #;7,44983E+17;https://twitter.com/edis_on_no_side/status/744983456082362368
edmondson;15/06/2016 12:50;0;0;"# Brexit Budget could be an Ed Stone moment, but I'm sure Osborne's strategy is to force the question if not this, then what?""""";;;#;7,43033E+17;https://twitter.com/edmondson/status/743032863474520064
elpgb;15/06/2016 15:34;0;0;@ prawnstar2015 oh god see what I mean about Murdoch running the country if brexit have their way;;@;;7,43074E+17;https://twitter.com/elpgb/status/743074151578079232
elpgb;15/06/2016 15:46;0;0;I was really worried before last election we would get another Tory gov. Now I'm bloody terrified we will leave E u and get brexit;;;;7,43077E+17;https://twitter.com/elpgb/status/743077255312756736
elpgb;16/06/2016 00:03;0;0;I'm afraid you are kidding yourself there will be no pay rises under brexit and more unemployment;;;;7,43202E+17;https://twitter.com/elpgb/status/743202417710338048
elpgb;16/06/2016 19:16;1;1;@ PaulStreeting austerity and the messages coming from Brexit stir up hatred the world is a horrible place;;@;;7,43492E+17;https://twitter.com/elpgb/status/743492434085150721
elpgb;21/06/2016 21:21;0;0;Oh the irony people voted for Cameron and hate what he has done so they intend to vote brexit full of the most right wing destroyers 1/2;;;;7,45336E+17;https://twitter.com/elpgb/status/745335766197407745
emilyluxy;17/06/2016 20:54;0;2;Please no. # in # remain # brexit # vote @Brick Lane Market https://www.instagram.com/p/BGxDH9XNNwO/;;@Brick;# # # #;7,4388E+17;https://twitter.com/emilyluxy/status/743879566872043520
erivonk;19/06/2016 11:57;0;0;Beautiful day for the market. Brexit is becoming more visible now. (@Queens Park Farmers Market in London) https://www.swarmapp.com/c/hVF8TBpqJQp;;@Queens;;7,44469E+17;https://twitter.com/erivonk/status/744469136579911680
esbencohen;21/06/2016 17:01;0;0;Entrevista en Ya veremos. Nunca mejor dicho. Mañana Brexit. Domingo elecciones. Yo en la orilla.;;;;7,4527E+17;https://twitter.com/esbencohen/status/745270413106741248
everstbatman15;17/06/2016 17:17;0;0;Estoy totalmente de acuerdo con el brexit yo creo que es una ridiculez lo de la Unión Europea;;;;7,43825E+17;https://twitter.com/everstbatman15/status/743824848946925568
fabelef;17/06/2016 19:29;0;0;# Brexit pic.twitter.com/PeeJBHmElw;;;#;7,43858E+17;https://twitter.com/fabelef/status/743858101321863168
fernandorubio81;16/06/2016 21:49;0;0;Vivo en Escocia y aquí son, en su mayor parte, contrarios al Brexit. Es más, podrían hacer otro referendo si saliera el sí @__ju1_;;@__ju1_;;7,43531E+17;https://twitter.com/fernandorubio81/status/743530881474756608
friendly_bishop;16/06/2016 15:22;0;0;dreams of working for @ EU_Commission aside, # Brexit ppl please have a look at the amazing collaborative work they do.;;@;#;7,43434E+17;https://twitter.com/friendly_bishop/status/743433598741655552
fscxavierfelix;21/06/2016 21:21;0;0;BREXIT... @London, United Kingdom https://www.instagram.com/p/BG7ZZXXMeyaWjabaVvMuK7p9WVYzy1mRdGUBfE0/ …;;@London;;7,45336E+17;https://twitter.com/fscxavierfelix/status/745335920950284288
fsplaw;15/06/2016 16:45;0;0;Could # Brexit increase # Inheritance Tax to 45%? Osborne issues warning todayhttp://ow.ly/iWIF301hLNO;;;# #;7,43092E+17;https://twitter.com/fsplaw/status/743091989558755328
fulvioschiavone;15/06/2016 15:26;0;0;"Gb, in vantaggio fronte pro Brexit. Sun si schiera: BeLEAVE in Britain"" http://n.mynews.ly/!YB.D95zI  via @ NewsRepublicIta""";;@;;7,43072E+17;https://twitter.com/fulvioschiavone/status/743072125813166081
fulvioschiavone;15/06/2016 23:35;1;0;"Brexit: battaglia navale"" fra attivisti pro e contro Bruxelles http://n.mynews.ly/!YB.D-Vpz  via @ NewsRepublicIta""";;@;;7,43195E+17;https://twitter.com/fulvioschiavone/status/743195151040913408
fulvioschiavone;19/06/2016 20:38;0;0;Brivido in Europa, si vota su Brexit. Al via maturità http://n.mynews.ly/!YB.D_Oai  via @ NewsRepublicIta;;@;;7,446E+17;https://twitter.com/fulvioschiavone/status/744600218172272640
g3_mar;16/06/2016 21:54;0;0;@ ElIntermedio sin duda está grabado ya que ni una palabra del asesinato por el Brexit;;@;;7,43532E+17;https://twitter.com/g3_mar/status/743532098049482753
g3_mar;16/06/2016 21:55;0;0;@ El_Intermedio hoy es grabado?ni 1 palabra del asesinato por el Brexit;;@;;7,43532E+17;https://twitter.com/g3_mar/status/743532415650533376
gio_bu;16/06/2016 09:51;0;1;I can't vote but I try to give my contribute anyway # brexit # remain # homeincambridge @… https://www.instagram.com/p/BGtSZl-gVh-/;;@;# # #;7,4335E+17;https://twitter.com/gio_bu/status/743350286073266177
graeme_brown;18/06/2016 21:52;7;6;Washington Post succinct in weighing up the merits of # brexit pic.twitter.com/J8TwYTh36t;;;#;7,44257E+17;https://twitter.com/graeme_brown/status/744256600517541888
gwynneevan;16/06/2016 12:54;0;1;Osborne has accidentally exposed how ridiculous his austerity cuts were through his post-Brexit Budg... http://news360.com/article/355787201 … Incompetent!;;;;7,43396E+17;https://twitter.com/gwynneevan/status/743396373865893888
halfeatenmind;19/06/2016 11:12;1;1;UK EU REFERENDUM: Brexit or Bremain table https://halfeatenmind.wordpress.com/2016/06/19/uk-eu-referendum-brexit-or-bremain-table …;;;;7,44458E+17;https://twitter.com/halfeatenmind/status/744457726038675456
harrietendean;17/06/2016 15:58;0;0;Coffee and debate • brexit talk • • so much we don't know • @Helsingborg, Sweden https://www.instagram.com/p/BGwhQmlpqAl/;;@Helsingborg;;7,43805E+17;https://twitter.com/harrietendean/status/743805092655210496
herrkloeckner;21/06/2016 20:12;0;0;Off to London # Brexit - Mehr bald @ HuffPostDe (@Flughafen Berlin-Schönefeld - @ berlinairport in Berlin, Germany)https://www.swarmapp.com/c/1wkYKSgahfQ;;@ @Flughafen @;#;7,45318E+17;https://twitter.com/herrkloeckner/status/745318434934767616
hiSuzyQ;15/06/2016 12:16;0;0;# brexit @Dundee Airport https://www.instagram.com/p/BGq-PXajbVp/;;@Dundee;#;7,43024E+17;https://twitter.com/hiSuzyQ/status/743024401294053376
hoppimike;15/06/2016 23:02;0;0;It'd be easy for the Tories or EU to win # EUref - just respect the sovereignty, democracy & culture of the nations. But they won't. # Brexit;;;# #;7,43187E+17;https://twitter.com/hoppimike/status/743186880565514241
howarth18;15/06/2016 19:51;2;4;“ @ Ted_Macc: @ HuwGruffydd @ fatfei_ Geldof showed his utter contempt for the working class, Brexit!”;;@ @ @;;7,43139E+17;https://twitter.com/howarth18/status/743138920456663040
humanitasonline;21/06/2016 17:10;0;0;"BREXIT: Una combinación de British"" (británico/a) y ""exit"" (salida). Un término que se usa para… https://www.instagram.com/p/BG68mzXQlg-/""";;;;7,45273E+17;https://twitter.com/humanitasonline/status/745272611794362368
iancharris;21/06/2016 19:42;0;0;Amazing # Remain say # Brexit is a huge gamble & unknown yet claim to know within £10 per person how much worse of we will be if we leave?;;;# #;7,45311E+17;https://twitter.com/iancharris/status/745310904175235072
ignasicorney;20/06/2016 08:13;0;1;Una llàstima si es deixen emportar per la política de la por # Brexit Marxeu i marxem d'aquesta # Europapic.twitter.com/rkxbLeo9hl;;;# #;7,44775E+17;https://twitter.com/ignasicorney/status/744775285279592448
illandudno;17/06/2016 19:06;0;0;Brexit helped keep Fed on hold, could slow future US rate rises: Federal Reserve Chair Janet Yellen left U.S.... http://bit.ly/1WRtEqx;;;;7,43852E+17;https://twitter.com/illandudno/status/743852435744006144
illandudno;18/06/2016 15:52;0;0;Ipsos MORI poll shows 53 percent of Britons back Brexit: Evening Standard: A car sticker with a logo encourag... http://bit.ly/1YyQrXD;;;;7,44166E+17;https://twitter.com/illandudno/status/744165820348018688
inthecompanyof;21/06/2016 01:13;0;1;in case of the brexit… it was an intangible point screamed by a madman signifying nothing.. :);;;;7,45032E+17;https://twitter.com/inthecompanyof/status/745031863207608320
iredalecomms;15/06/2016 10:39;1;0;# Brexit # gold rush to generate £10m in a single day for online # bullion dealer bullionbypost… https://www.instagram.com/p/BGqzF9FNvJj/;;;# # #;7,43E+17;https://twitter.com/iredalecomms/status/742999891299930112
irishgdp;16/06/2016 14:07;0;1;As sovereign interest rates go negative and BREXIT looms, investors around the world only have one true hope: $ TWTR;;;;7,43415E+17;https://twitter.com/irishgdp/status/743414643431923713
itstimhayne;17/06/2016 16:40;2;1;Not much room to # Brexit here...think I'll # remain # EUref # Exeterpic.twitter.com/3UcMWrFzNl;;;# # # #;7,43815E+17;https://twitter.com/itstimhayne/status/743815493308518400
j_seint;20/06/2016 22:38;0;1;well, well, it's been sometime.. # happy # summersolstice # short # ukx # ftse # dji # futures # brexit… https://www.instagram.com/p/BG49bXCDdfA/;;;# # # # # # # #;7,44993E+17;https://twitter.com/j_seint/status/744992934689386496
jarede;16/06/2016 21:51;0;0;a vote for brexit is a vote of no confidence;;;;7,43531E+17;https://twitter.com/jarede/status/743531425777979392
jarede;17/06/2016 12:23;0;0;"Quite key and paywall free  @ DavidAllenGreen: Can the UK government legally disregard a vote for Brexit? https://next.ft.com/content/5b82031e-1056-31e1-8e0e-4e91774e27f1 …""""";;@;;7,43751E+17;https://twitter.com/jarede/status/743750852230283264
jaycrossland30;21/06/2016 19:13;0;0;I'm voting leave, roll on Thursday, be proud of who you are # brexit # brexitdebate # brexit2016… https://www.instagram.com/p/BG7KrTxDDIB/;;;# # #;7,45304E+17;https://twitter.com/jaycrossland30/status/745303551149150209
jc72;19/06/2016 20:15;0;0;# Zondag @ NOS Weer veel vreselijk nieuws. Ik hoop dat donderdag@ # referendum@ # brexit een overwinning voor de Nee kamp is.;;@ @ @;# # #;7,44594E+17;https://twitter.com/jc72/status/744594351108595712
jc72;20/06/2016 21:21;0;0;# ENGSLO Ik hoop niet op een@ # Brexit.;;@;# #;7,44974E+17;https://twitter.com/jc72/status/744973553909514241
jimgall47;21/06/2016 11:09;0;0;If Brexit meant no football it would get my vote .;;;;7,45182E+17;https://twitter.com/jimgall47/status/745181935962464256
jimgall47;21/06/2016 11:15;0;0;Cameron is wrong on everything barring his stance on the Brexit . ( loathe the word ).;;;;7,45183E+17;https://twitter.com/jimgall47/status/745183282610974720
jiznisvah;18/06/2016 16:08;2;1;Guys, this is amazing! Fuck # brexit, we want you in! # wine # sparklingwine # english # sexy # fb @… https://www.instagram.com/p/BGzHLsILXDG/;;@;# # # # # #;7,4417E+17;https://twitter.com/jiznisvah/status/744169962273648640
jocapinto;20/06/2016 16:32;0;0;Brexit Pools - Should i stay or should i go... # brexit # markets # financialconsulting # business… https://www.instagram.com/p/BG4TgsDqVVF/;;;# # # #;7,44901E+17;https://twitter.com/jocapinto/status/744900760601767936
joeman116;19/06/2016 13:03;0;0;" @ TorSjoberg14: (((they))) wont let you leave the Euro Zone # Brexit # JoCoxMP https://twitter.com/TorSjoberg14/status/744460504945594368/photo/1pic.twitter.com/Grrnr72y09 "" lies. Sweden still use krone""";;@;# #;7,44486E+17;https://twitter.com/joeman116/status/744485687584559104
johnleach;18/06/2016 10:37;1;1;I heard that after we # brexit, whenever we visit the EU we'll have to bag our poop and bring it home https://twitter.com/neilwilson/status/743987426754977793 …;;;#;7,44087E+17;https://twitter.com/johnleach/status/744086684757819392
johnleach;18/06/2016 10:42;1;3;After # brexit, anyone from the EU pooping within the UK will have to get a receipt. And pay duty on it too. Doodie duty.;;;#;7,44088E+17;https://twitter.com/johnleach/status/744087783980044288
johnmaccann;15/06/2016 18:10;0;0;The European Union is the worst choice – apart from the alternative http://gu.com/p/4y52g?CMP=Share_AndroidApp_Twitter … # Remain # Brexit # EUref;;;# # #;7,43114E+17;https://twitter.com/johnmaccann/status/743113536969289728
johnmaccann;17/06/2016 21:07;0;0;If you inject enough poison into the political bloodstream, somebody will get sick http://gu.com/p/4ytk6?CMP=Share_AndroidApp_Twitter … # Brexit # HopeNotHate;;;# #;7,43883E+17;https://twitter.com/johnmaccann/status/743882888114995200
johnmaccann;19/06/2016 17:34;0;0;Brussels isn’t the bad guy. Tory cuts cause Britain’s troubles. Vote to leave wont change that http://gu.com/p/4yvyn?CMP=Share_AndroidApp_Twitter … # Brexit # Remain;;;# #;7,44554E+17;https://twitter.com/johnmaccann/status/744554038117666816
johnmaccann;19/06/2016 17:37;0;0;The Observer view on how to vote in the European Union referendum http://gu.com/p/4ynq3?CMP=Share_AndroidApp_Twitter … # Brexit # EUref # Remain;;;# # #;7,44555E+17;https://twitter.com/johnmaccann/status/744554832736956416
johnmaccann;21/06/2016 20:01;0;0;Cameron: Brexiters stoking intolerance with immigration obsession http://gu.com/p/4m9p7?CMP=Share_AndroidApp_Twitter … hypocrisy but right # EUref # Brexit # InOrOut;;;# # #;7,45316E+17;https://twitter.com/johnmaccann/status/745315619353075713
johnmaccann;21/06/2016 20:23;0;0;For the first time in 18 years, I don't feel welcome in Britain tks to # EUref http://gu.com/p/4ma6j?CMP=Share_AndroidApp_Twitter … # InOrOut #brexit # HopeNotHate;;;# # #brexit #;7,45321E+17;https://twitter.com/johnmaccann/status/745321247064625153
jonnymorris;16/06/2016 15:32;0;0;". @ The_TUC: The case against left-Brexit: this is not a referendum on neoliberalism http://ow.ly/tAUB301czJ4  pic.twitter.com/7gYKPREdNr""""";;@;;7,43436E+17;https://twitter.com/jonnymorris/status/743436161033592832
jorkvicboy;16/06/2016 07:46;0;0;are they experts? Switzerland isn't doing badly not in EU # voteleave # brexit;;;# #;7,43319E+17;https://twitter.com/jorkvicboy/status/743318901409222656
jorkvicboy;21/06/2016 23:19;0;2;Vote # brexit otherwise this will be the English channel by next year # voteout # EUpic.twitter.com/cNLyAGRNrx;;;# # #;7,45366E+17;https://twitter.com/jorkvicboy/status/745365546405769216
juliacambridge1;15/06/2016 20:02;0;0;totally agree Brexit is a sham # StrongerIn;;;#;7,43142E+17;https://twitter.com/juliacambridge1/status/743141645655375872
julianmerino;19/06/2016 16:17;0;0;True # Brexit love @Sheffield https://www.instagram.com/p/BG1tBbzv1C6HCA-Qx5h1tQXoRnBy-p9RuGYDH40/ …;;@Sheffield;#;7,44535E+17;https://twitter.com/julianmerino/status/744534652795269120
k51682634;20/06/2016 19:08;0;0;Never lands Holland want brexit to;;;;7,4494E+17;https://twitter.com/k51682634/status/744939870708207616
kalavros;15/06/2016 16:07;0;0;European Tech legend Niklas Zennstrom (Skype, Kazaa, Atomico) argues against a # Brexit. Around… https://www.instagram.com/p/BGrYp5BgMY6/;;;#;7,43082E+17;https://twitter.com/kalavros/status/743082483990835204
karl806n;22/06/2016 00:04;0;0;The EU reminds me of an abusive partner, beats Crap out of you for years and tells you you'll never survive without them # VoteLeave # Brexit;;;# #;7,45377E+17;https://twitter.com/karl806n/status/745376788163993600
kathrynebrown;15/06/2016 19:25;0;1;Somewhere in between the brexit campaign and the football I'm so glad I've moved to Spain. Fucking despicable. All of it.;;;;7,43132E+17;https://twitter.com/kathrynebrown/status/743132417737818114
kckane;15/06/2016 22:51;0;0;# BRexit or # BRemain... I no even know again.;;;# #;7,43184E+17;https://twitter.com/kckane/status/743184256046866432
keithdevereux;21/06/2016 10:08;1;0;- a metaphor for Brexit? If you pay your subscription you get the benefits of the Times 'club'. If you do not then you are excluded.;;;;7,45166E+17;https://twitter.com/keithdevereux/status/745166447916113923
kennymcgizzle;21/06/2016 23:29;0;0;# BREXIT?? @Bristol, United Kingdom https://www.instagram.com/p/BG7oCkwmym8/;;@Bristol;#;7,45368E+17;https://twitter.com/kennymcgizzle/status/745368116545327104
kinney;15/06/2016 22:40;0;0;The ‘Next London’ is still London. Ignore all Brexit scare tactics. “The jostling for London bankers has begun.” http://on.ft.com/1U9IX8f @ FT;;@;;7,43181E+17;https://twitter.com/kinney/status/743181323930570752
kizamag;19/06/2016 09:31;0;0;Wanting to leave the EU is no conspiracy. It is a political game, don't demonize your opponents. ExChange. # Brexit http://www.theguardian.com/commentisfree/2016/jun/18/eu-referendum-vote-leave-campaign-poisonous?CMP=Share_iOSApp_Other …;;;#;7,44432E+17;https://twitter.com/kizamag/status/744432319172382720
kolmar;21/06/2016 16:04;0;0;# brexit @Austin, Texas https://www.instagram.com/p/BG61EWqoOfI/;;@Austin;#;7,45256E+17;https://twitter.com/kolmar/status/745256027780694016
lb879;18/06/2016 17:56;0;2;# brexit # votein @London King's Cross Station https://www.instagram.com/p/BGzTeiGughK/;;@London;# #;7,44197E+17;https://twitter.com/lb879/status/744196998409105408
lb879;21/06/2016 06:05;0;0;# brexit # donteventhinkaboutit # votein @Torino Caselle International Airport https://www.instagram.com/p/BG5wfgAOggX/;;@Torino;# # #;7,45105E+17;https://twitter.com/lb879/status/745105228890963968
leifmdk;21/06/2016 14:55;0;0;Slamsugere, bygget i Silkeborg, på vej til London. Her håber de på nej til # brexit.… https://www.instagram.com/p/BG6tKv5rngM/;;;#;7,45239E+17;https://twitter.com/leifmdk/status/745238655711739904
leodamico77;20/06/2016 17:42;0;0;Il Tg2 economia dice che # Brexit è un bel casino. Abbiamo gli anticorpi? O almeno i cuscini? # daldentista;;;# #;7,44918E+17;https://twitter.com/leodamico77/status/744918464108830720
leodamico77;20/06/2016 17:48;0;0;Leave or remain. Se lo chiede anche il mio dentista/artista. # Brexit pic.twitter.com/rJkY1SCD3N;;;#;7,4492E+17;https://twitter.com/leodamico77/status/744919765236473856
lionelaubert;19/06/2016 12:36;0;0;Markets remain skittish as Brexit vote looms http://klou.tt/kg2a4x6fot64;;;;7,44479E+17;https://twitter.com/lionelaubert/status/744478956187877376
lizmcshane;21/06/2016 18:34;0;0;@ PinsentMasons: There is not enough bandwidth in the UK civil service to renegotiate all the different trade deals if we # brexit # EUref;;@;# #;7,45294E+17;https://twitter.com/lizmcshane/status/745293951217860609
lizmcshane;21/06/2016 18:42;0;0;@ PinsentMasons : More questions than answers not to mention uncertainty If we # brexit # EuRef;;@;# #;7,45296E+17;https://twitter.com/lizmcshane/status/745295789434478594
lostphilosopher;17/06/2016 21:49;0;0;Consequences of # Brexit sink in for # US politicians after killing of MP | US news | The Guardianhttps://www.theguardian.com/us-news/2016/jun/17/us-politics-brexit-eu-referendum-jo-cox …;;;# #;7,43893E+17;https://twitter.com/lostphilosopher/status/743893241465049089
lucapagni;21/06/2016 09:49;0;2;Sondaggio: il 70% under 35 è favorevole a rimanere nella Ue, lo e' il 54% degli under 55, gli altri vogliono invadere la Germania # Brexit;;;#;7,45162E+17;https://twitter.com/lucapagni/status/745161748458569729
lucio299;19/06/2016 13:19;0;0;de proximidad !! Solucion =SALIRSE DE LA PUTA EU !!BREXIT SI :);;;;7,4449E+17;https://twitter.com/lucio299/status/744489893997457408
lukewrightpoet;20/06/2016 19:59;0;0;Neighbour vs neighbour # brexit # eu # eureferendum @Bungay, Norfolk, United Kingdom https://www.instagram.com/p/BG4rMdqQXh0/;;@Bungay;# # #;7,44953E+17;https://twitter.com/lukewrightpoet/status/744952839856881664
lutdebisschop;19/06/2016 11:34;0;0;Europa is te rechts … # brexit ? # Illgetmycoat # 7dag;;;# # #;7,44463E+17;https://twitter.com/lutdebisschop/status/744463412583931904
lvelev;18/06/2016 18:49;2;1;# brexit # referendum # vote # remain # uk # london @Broadway Market https://www.instagram.com/p/BGzZmqLlDDHMUyX8ZXRleWeWcZ2J_lD2_yYlzc0/ …;;@Broadway;# # # # # #;7,4421E+17;https://twitter.com/lvelev/status/744210470433865728
ma_linskey;15/06/2016 15:50;1;0;don't eat the membership Nigel! # Brexit # VoteLeave;;;# #;7,43078E+17;https://twitter.com/ma_linskey/status/743078213048512513
maltreateddd;19/06/2016 14:30;0;0;Current mood # brexit # hungover @Dreamland Margate https://www.instagram.com/p/BG1gxSYjJDa/;;@Dreamland;# #;7,44508E+17;https://twitter.com/maltreateddd/status/744507703981117444
mandy_reeder;19/06/2016 23:40;0;1;# brexit @Hackney Wick https://www.instagram.com/p/BG2foQ5AOyZ/;;@Hackney;#;7,44646E+17;https://twitter.com/mandy_reeder/status/744645937994162176
mantuasia;21/06/2016 08:29;0;0;# brexit no thanks. We need to unite for the future. # nohistoricalbackspin;;;# #;7,45141E+17;https://twitter.com/mantuasia/status/745141495007580162
mar_lopez;20/06/2016 20:08;0;1;Brexit and the future of Europe debate with Prof Iain Begg # Brexit # Europe # debate @Bertelsmann… https://www.instagram.com/p/BG4sQwpxb8S/;;@Bertelsmann;# # #;7,44955E+17;https://twitter.com/mar_lopez/status/744955192156663808
markstibbe;17/06/2016 09:52;0;3;"Watching game v Wales in Germany the German commentator talked about the dangers of England's early Brexit"" # wittypic.twitter.com/wARUEvIe2c""";;;#;7,43713E+17;https://twitter.com/markstibbe/status/743712865777922048
