LNACurrie;20/06/2016 19:41;1;2;The British Embassy in Ankara confirming they are working on Turkey joining the EU. pic.twitter.com/lQ1zgwjVEV # VoteLeave # Brexit;;;# #;7,44948E+17;https://twitter.com/LNACurrie/status/744948270951182336
LNACurrie;21/06/2016 16:23;32;30;We know which side She will be supporting. https://twitter.com/Fight4UK/status/745257995261579265/photo/1pic.twitter.com/TliUWEza30 # voteleave # Brexit;;;# #;7,45261E+17;https://twitter.com/LNACurrie/status/745260911741571072
LYSGLIMT;18/06/2016 18:52;0;1;# Brexit # VoteLeavepic.twitter.com/YVeoExu7W9;;;# #;7,44211E+17;https://twitter.com/LYSGLIMT/status/744211180525326336
Lars_Mah;20/06/2016 22:54;0;0;# Bale wird Torschützenkönig, # WAL wird Europameister & tritt dann alleine wieder in die EU ein. # Brexit # RUSWAL # ENGSLO # EURO2016;;;# # # # # #;7,44997E+17;https://twitter.com/Lars_Mah/status/744996770397229059
LavenderTree1;20/06/2016 16:21;1;0;One is Brexit and one Bremain! Can you guess which is which?? # vote… https://www.instagram.com/p/BG4SPVKj1ZN/;;;#;7,44898E+17;https://twitter.com/LavenderTree1/status/744897965353893888
Lifemodelnick;19/06/2016 10:48;1;0;Strange how most of the leaders of the Brexit campaign are failed Ministers or failed party leaders. Common sense surely says remain;;;;7,44452E+17;https://twitter.com/Lifemodelnick/status/744451760895451136
LiveatOriel;20/06/2016 17:41;0;0;If Brexit happens then border posts will b put up between north and south of Ireland.It will start the the troubles again.;;;;7,44918E+17;https://twitter.com/LiveatOriel/status/744918094062166017
LiveatOriel;20/06/2016 18:02;0;0;Brexit will bring back customs pots in Ireland.The pic shows the last British post . pic.twitter.com/9gjuXiYYm4;;;;7,44924E+17;https://twitter.com/LiveatOriel/status/744923512050167808
LiveatOriel;20/06/2016 18:07;0;0;Please tell the British people that if Brexit goes ahead border controls between north and south of IRL =Violence;;;;7,44925E+17;https://twitter.com/LiveatOriel/status/744924522390880256
LoansHomes;15/06/2016 08:22;0;0;Real Estate Woes Run Deeper Than Brexit, Signaling U.K. Slowdown http://dlvr.it/LZ01JW # Granada Hills;;;#;7,42966E+17;https://twitter.com/LoansHomes/status/742965535521017856
LoraineRiddick2;16/06/2016 20:04;0;0;ulster doesn't say no to brexit!!;;;;7,43505E+17;https://twitter.com/LoraineRiddick2/status/743504556542275584
LouiseKms;16/06/2016 15:18;0;0;RT @ OwenJones84: Nigel Farage could be a Cabinet minister in weeks after Brexit. https://twitter.com/MichaelLCrick/status/743068947789021184 …;;@;;7,43432E+17;https://twitter.com/LouiseKms/status/743432494368886785
LucindaParker22;21/06/2016 22:57;0;1;UP YOURS EU. # VoteLeave # Brexit # eureferendum # TakeBackControl # independenceday # uk… https://www.instagram.com/p/BG7kX5njb7w/;;;# # # # # #;7,4536E+17;https://twitter.com/LucindaParker22/status/745360058679123968
MOktobre;21/06/2016 22:11;0;0;Will we stay together? # museumsquartier # greatbritian # eu # europeanunion # brexit # wien @MQ –… https://www.instagram.com/p/BG7fFIAN7Xc/;;@MQ;# # # # # #;7,45348E+17;https://twitter.com/MOktobre/status/745348411763920896
Ma_Butcher;17/06/2016 21:18;0;1;Guess we are IN # brexit # damianhirst # stamfordhill @Stamford Hill railway station https://www.instagram.com/p/BGxF1TwPGzk/;;@Stamford;# # #;7,43886E+17;https://twitter.com/Ma_Butcher/status/743885517956194304
Maldon_;21/06/2016 00:48;3;0;Chancellor George Osborne warns Brexit could pull plug on the Lower Thames… http://j.mp/28JMbmS # Maldon # Essexpic.twitter.com/QySumkk2Ks;;;# #;7,45026E+17;https://twitter.com/Maldon_/status/745025664525295618
ManzanoCr;17/06/2016 19:03;0;0;Brexit: quién vota qué - http://go.shr.lc/28JOtrW  via @ esglobal_org;;@;;7,43851E+17;https://twitter.com/ManzanoCr/status/743851491258138624
MarkAitken1;19/06/2016 09:13;3;1;Bookies cut odds on Remain vote as experts warn Brexit polls too close to call http://www.dailyrecord.co.uk/news/politics/eu-referendum-bookies-cut-odds-8228469#ICID=sharebar_twitter …;;;#ICID;7,44428E+17;https://twitter.com/MarkAitken1/status/744427995100753920
MarkHemi82;15/06/2016 23:21;0;4;Actually: Osborne # Brexit budget - Remain May interview - Remain Gove on # bbcqt - Leave One more Leave item and it's balanced!;;;# #;7,43192E+17;https://twitter.com/MarkHemi82/status/743191762928345088
MarkHemi82;22/06/2016 01:11;0;2;If we # Brexit and a recession occurs then # VoteLeave voters shouldn't complain when they lose their jobs - they wanted a leap into the dark.;;;# #;7,45394E+17;https://twitter.com/MarkHemi82/status/745393704769204226
MarysiaT;16/06/2016 12:24;1;0;My live interview on @ londonlive about my Songs of Brexit webseries by The Singing Psychic Link… https://www.instagram.com/p/BGtj50vmxm0/;;@;;7,43389E+17;https://twitter.com/MarysiaT/status/743388701875535872
MauraBuchanan;20/06/2016 12:25;0;1;# RCN16 @ NicolaSturgeon claims by Brexit MPs 2 spend on NHS one of most deceitful claims;;@;#;7,44838E+17;https://twitter.com/MauraBuchanan/status/744838481311064064
MedBrad_;19/06/2016 21:09;0;1;Saludando a mi amija la Reina Isabel para que vote no por el Brexit @Buckingham Palace https://www.instagram.com/p/BG2Oa4KBbNi/;;@Buckingham;;7,44608E+17;https://twitter.com/MedBrad_/status/744608088750174208
MekVox;19/06/2016 16:58;0;0;# RegentStreet # London # Brexit @Regent Street https://www.instagram.com/p/BG1xo-lE-Sl/;;@Regent;# # #;7,44545E+17;https://twitter.com/MekVox/status/744544803120099329
MekVox;19/06/2016 17:08;0;0;# Brexit # London # LiverpoolStation @Liverpool St Station https://www.instagram.com/p/BG1y3FME-XL/;;@Liverpool;# # #;7,44547E+17;https://twitter.com/MekVox/status/744547486946201601
MervDM;15/06/2016 13:25;0;0;Interesting piece of # art - # guardian front page from 1980 - # Brexit # Labour! @Arts Club, Mayfair https://www.instagram.com/p/BGrGFG0jcJE/;;@Arts;# # # #;7,43042E+17;https://twitter.com/MervDM/status/743041640927879168
MicheleRigby;15/06/2016 23:21;0;0;Arriving at Dublin airport - nice to be wanted! Vote reman # brexit @Dublin Airport https://www.instagram.com/p/BGsKT6ttPfX/;;@Dublin;#;7,43192E+17;https://twitter.com/MicheleRigby/status/743191679298048000
Miguever;20/06/2016 13:30;0;2;# Brexit # Manchester # EUref # Bremain Vote IN!pic.twitter.com/T8oc0egFeH;;;# # # #;7,44855E+17;https://twitter.com/Miguever/status/744854833082077184
Miki_Chic;16/06/2016 11:53;0;2;BrExit? # mikichic # mikichiclife # mikichicstyle # boutique # roma # rome # fashion # shopping… https://www.instagram.com/p/BGtgZxFj0Q6/;;;# # # # # # # #;7,43381E+17;https://twitter.com/Miki_Chic/status/743380997551558656
MilenaSanterini;16/06/2016 18:51;5;2;# Remain no Brexit un pensiero a Jo Cox deputata laburista che voleva Gran Bretagna in Europa, disarmo e accoglienza immigrati @ demosolidale;;@;#;7,43486E+17;https://twitter.com/MilenaSanterini/status/743486111994028032
Milenskaya;17/06/2016 18:50;0;1;You can feel and hear the Discussion about # brexit here in London. I was told people in the City… https://www.instagram.com/p/BGw04m5tLtk/;;;#;7,43848E+17;https://twitter.com/Milenskaya/status/743848249442852864
MilwaukeeCP;16/06/2016 12:35;0;0;What will immigration look like under Brexit? http://dlvr.it/LZVmwc;;;;7,43391E+17;https://twitter.com/MilwaukeeCP/status/743391426034077696
MirpuriBespoke;20/06/2016 09:16;0;0;British tailoring, Italian fabrics, French flair and German machinery. Brexit affects everyone!… https://www.instagram.com/p/BG3hlKpPs9j/;;;;7,44791E+17;https://twitter.com/MirpuriBespoke/status/744790967207682051
MitchellSheyna;17/06/2016 04:57;0;0;HANG ON?. AMERICAS GUN LAWS ARE AS OLD AS AMERICA. THE BREXIT CAMPAIGN WAS SANCTIONED IN THE LAST YEAR. WHATS THE COINCIDENCE?;;;;7,43639E+17;https://twitter.com/MitchellSheyna/status/743638713280888837
MitchellSheyna;19/06/2016 21:24;0;0;RIVAZ, KEEP YOUR NOSE OUT!. YOU ARE GREAT FOR BREXIT!.?;;;;7,44612E+17;https://twitter.com/MitchellSheyna/status/744611917419974656
MottinVictor;19/06/2016 20:17;0;3;J'ai parié 5 € avec mon père qu'il y aura pas de Brexit alors les anglais faites pas les cons;;;;7,44595E+17;https://twitter.com/MottinVictor/status/744595025686835200
Mozkovich;15/06/2016 13:21;0;0;"Labour have said austerity's a political choice"". True in or out of EU. Illogical/hypocritical for Labour to back austerity post # brexit""";;;#;7,43041E+17;https://twitter.com/Mozkovich/status/743040757091667970
NadFiorrucci;19/06/2016 03:21;0;0;So much scare mongering re the EU Referendum tht it's a foregone conclusion tht we're NOT gona leave EU!& I just hate the word 'Brexit'!!;;;;7,44339E+17;https://twitter.com/NadFiorrucci/status/744339328092999680
Nee69;19/06/2016 23:39;0;0;# Repost @ igeldard ・・・ # StopTTIP by a # VoteLeave and # Brexit - # Lexit # TTIP @Liverpool https://www.instagram.com/p/BG2flgMBo6H/;;@ @Liverpool;# # # # # #;7,44646E+17;https://twitter.com/Nee69/status/744645842984800256
NeilU;20/06/2016 12:45;0;0;"Watch Last Week Tonight with John Oliver: Brexit (HBO)"" on YouTube - https://youtu.be/iAgKHSNqxa8""";;;;7,44844E+17;https://twitter.com/NeilU/status/744843591353241600
Newsminster;15/06/2016 15:23;0;0;What percentage Brexit are you?  http://bit.ly/239ULwS # Politicspic.twitter.com/PfEAqWeBpv;;;#;7,43071E+17;https://twitter.com/Newsminster/status/743071348990185473
Newsminster;15/06/2016 15:23;0;1;David Cameron and Jeremy Corbyn debate possible post-Brexit budget - video http://bit.ly/239Uzhc # Politicspic.twitter.com/rYvA1fqXgv;;;#;7,43071E+17;https://twitter.com/Newsminster/status/743071359828267008
Newsminster;15/06/2016 19:44;3;0;David Cameron: Oil collapse shows Brexit warnings should be heeded http://bit.ly/1Q5azPw # Politicspic.twitter.com/nRLfC85Hn5;;;#;7,43137E+17;https://twitter.com/Newsminster/status/743137028993220609
Newsminster;16/06/2016 08:01;0;1;EU referendum live: Osborne's role 'untenable' after Brexit budget say pro-leave… http://bit.ly/1Q6S652 # Politicspic.twitter.com/fdD4T6UYIM;;;#;7,43323E+17;https://twitter.com/Newsminster/status/743322642388652032
Newsminster;16/06/2016 12:42;2;0;Leave or Remain in the EU? The arguments for and against Brexit http://bit.ly/1Q7vKjS # Politicspic.twitter.com/SMllEIVAXV;;;#;7,43393E+17;https://twitter.com/Newsminster/status/743393325965676545
Newsminster;16/06/2016 20:18;0;0;Why the Bank of England was right to reveal Brexit anxiety http://bit.ly/24UfLHv # Politicspic.twitter.com/lWx1mE75K1;;;#;7,43508E+17;https://twitter.com/Newsminster/status/743507991110946816
Newsminster;16/06/2016 22:27;1;1;America’s gun laws and our rush to Brexit are symptoms of two fearful nations |… http://bit.ly/1Q99lCL # Politicspic.twitter.com/7ZwxUZR7sa;;;#;7,4354E+17;https://twitter.com/Newsminster/status/743540465912283137
Newsminster;18/06/2016 11:36;1;0;Emmanuel Macron: Brexit would turn UK into tiny trading outpost http://bit.ly/24XlfkL # Politicspic.twitter.com/axRfSXYday;;;#;7,44102E+17;https://twitter.com/Newsminster/status/744101506605977600
Newsminster;18/06/2016 12:10;0;0;What is Brexit and why does it matter? The EU referendum guide for Americans http://bit.ly/263jyba # Politicspic.twitter.com/71KuA09rGp;;;#;7,4411E+17;https://twitter.com/Newsminster/status/744109929326252032
Newsminster;18/06/2016 15:55;0;0;He's Out, I'm In: can our relationship survive the Brexit argument? http://bit.ly/24XCTVt # Politicspic.twitter.com/uZVB1RIwa8;;;#;7,44167E+17;https://twitter.com/Newsminster/status/744166738279862272
Newsminster;18/06/2016 18:03;0;0;American friends fear UK voters may back Brexit for all the wrong reasons http://bit.ly/263NFzm # Politicspic.twitter.com/NrSXiyRBm5;;;#;7,44199E+17;https://twitter.com/Newsminster/status/744198770733113344
Newsminster;19/06/2016 10:32;0;0;EU Referendum Brexit Effect On Education, Universities And Learning http://huff.to/264YdOD # Politicspic.twitter.com/P59kvIgQe0;;;#;7,44448E+17;https://twitter.com/Newsminster/status/744447654755598336
Newsminster;19/06/2016 16:54;1;0;Fear and loathing as Brussels braces for Brexit calamity http://bit.ly/24Z5qdp # Politicspic.twitter.com/ApbupbqAI0;;;#;7,44544E+17;https://twitter.com/Newsminster/status/744543914556723205
Newsminster;19/06/2016 21:42;0;0;Nobel prize-winning economists warn of long-term damage after Brexit http://bit.ly/265MVd6 # Politicspic.twitter.com/IPztN3inLu;;;#;7,44616E+17;https://twitter.com/Newsminster/status/744616264492949504
Newsminster;19/06/2016 22:46;0;0;The Guardian view on the economics of Brexit: running wild risks is not British |… http://bit.ly/265S195 # Politicspic.twitter.com/MnjEqQJhRR;;;#;7,44632E+17;https://twitter.com/Newsminster/status/744632382435663872
Newsminster;20/06/2016 10:01;0;0;Pound and shares soar as Brexit fears ease – business live http://bit.ly/28IeTWi # Politicspic.twitter.com/3W4De6T1Oa;;;#;7,44802E+17;https://twitter.com/Newsminster/status/744802377958514692
Newsminster;20/06/2016 12:43;0;0;London and the EU: how Brexit could damage Remain City http://bit.ly/28III5y # Politicspic.twitter.com/YHwCZaIsL6;;;#;7,44843E+17;https://twitter.com/Newsminster/status/744843030604087297
Newsminster;21/06/2016 08:03;0;0;How Europeans see a vote for Brexit http://bit.ly/28KxO1V # Politicspic.twitter.com/KaHiorr6oK;;;#;7,45135E+17;https://twitter.com/Newsminster/status/745134927167905793
Newsminster;21/06/2016 10:01;0;0;EU referendum live: Soros warns Brexit would make voters 'considerably poorer' http://bit.ly/28PvXq1 # Politicspic.twitter.com/pKSYf0Vc34;;;#;7,45165E+17;https://twitter.com/Newsminster/status/745164656684072960
Newsminster;21/06/2016 15:55;0;0;Northern Ireland’s greatest fear from a Brexit is the return to conflict |… http://bit.ly/28R7q45 # Politicspic.twitter.com/X8dijVebX6;;;#;7,45254E+17;https://twitter.com/Newsminster/status/745253855571542016
Newsminster;21/06/2016 18:03;0;0;The Business Case for Brexit http://huff.to/28LVEKL # Politicspic.twitter.com/hUpXu2BtMr;;;#;7,45286E+17;https://twitter.com/Newsminster/status/745286052542242818
Newsminster;21/06/2016 18:36;0;0;A Disunited Kingdom: Views on the Brexit Differ in England, Wales, Scotland and… http://huff.to/28RZJdN # Politicspic.twitter.com/r8fP1vDn5k;;;#;7,45294E+17;https://twitter.com/Newsminster/status/745294277211611142
Newsminster;21/06/2016 19:42;0;0;Cameron: Brexit camp stoking intolerance with immigration obsession http://bit.ly/28SmfDc # Politicspic.twitter.com/KBQ1BgW6JG;;;#;7,45311E+17;https://twitter.com/Newsminster/status/745310970910670848
NickRH14;16/06/2016 09:07;0;0;I doubt many professionals will be bothered about the European chair throwing championship. If we brexit we can ditch that too;;;;7,43339E+17;https://twitter.com/NickRH14/status/743339190822174720
NicoScholtens;20/06/2016 09:15;0;0;Last Week Tonight with John Oliver: Brexit https://www.youtube.com/watch?v=iAgKHSNqxa8 …;;;;7,44791E+17;https://twitter.com/NicoScholtens/status/744790706430967808
NicolasWidart;21/06/2016 08:59;0;0;John Oliver on the # Brexit https://www.youtube.com/watch?v=iAgKHSNqxa8 …;;;#;7,45149E+17;https://twitter.com/NicolasWidart/status/745149037448331264
NicoleLoveLloyd;16/06/2016 00:05;0;0;# brexit # in # makehistory # vote @Teddington Middlesex England https://www.instagram.com/p/BGsPZIHF-f3/;;@Teddington;# # # #;7,43203E+17;https://twitter.com/NicoleLoveLloyd/status/743202853037215745
Nolan3802;17/06/2016 09:27;0;0;# Brexit ad essere sincero non saperi ben valutare impatto vs. In buona parte nn si sono mai sentiti europeisti (sterlina ecc);;;#;7,43707E+17;https://twitter.com/Nolan3802/status/743706694723592192
Nolan3802;17/06/2016 09:36;0;0;# Brexit europeisti fin quando conviene ed indipendentisti quando si parla di . Il refer. dovremmo farlo noi se tenerceli o no # Eurexit;;;# #;7,43709E+17;https://twitter.com/Nolan3802/status/743708971337342976
Nolan3802;19/06/2016 09:42;1;1;A cosa servirebbe una vittoria striminzita pro # UE Meglio un'onesta # Brexit che continuo mercanteggiare schiva problemi.;;;# #;7,44435E+17;https://twitter.com/Nolan3802/status/744435259475890176
NoraMulready;15/06/2016 09:26;8;4;!Public Meeting! EU and impact of # brexit on # Ireland and Irish people in UK. 1pm, Thurs, at London Irish Centre, Camden Square, NW19XB.;;;# #;7,42982E+17;https://twitter.com/NoraMulready/status/742981536480415744
OliverBanks;16/06/2016 18:28;0;1;If this is - as rumoured - related to the Brexit campaign, it's a travesty that someone has seen fit to kill a public servant over it.;;;;7,4348E+17;https://twitter.com/OliverBanks/status/743480331408392192
Padraig_McCann;15/06/2016 12:36;0;1;# AskBoris Has Boris thought of the implications of a # Brexit of Anglo-Irish relations? Border controls in border of N. Ire? # ThisMorning;;;# # #;7,43029E+17;https://twitter.com/Padraig_McCann/status/743029424694648832
Padraig_McCann;15/06/2016 16:36;0;0;A # Brexit will be bad for both sides of the Irish border. # VoteRemain # Irish4Europehttp://www.thejournal.ie/brexit-northern-ireland-border-2824515-Jun2016/ …;;;# # #;7,4309E+17;https://twitter.com/Padraig_McCann/status/743089773972205568
Padraig_McCann;16/06/2016 12:32;0;0;Former President of Ireland Mary McAleese warns against # Brexit & implication for Anglo-Irish relations # VoteRemain http://a.msn.com/r/2/AAh69Tu?a=1&m=EN-IE …;;;# #;7,43391E+17;https://twitter.com/Padraig_McCann/status/743390891847618560
PatriceTroost;21/06/2016 22:46;0;0;# bbc # thegreatdebate # brexit to be in Europe or not to be in Europe, what is it gonna be?… https://www.instagram.com/p/BG7jEF2NBOu/;;;# # #;7,45357E+17;https://twitter.com/PatriceTroost/status/745357174193459204
PatrioteAvecMLP;22/06/2016 00:26;0;0;BREXIT NOW ! @A Strazeele https://www.instagram.com/p/BG7ukprAfBMr4tBE6xd0Z0wbhSCg6BOAzStgkc0/ …;;@A;;7,45382E+17;https://twitter.com/PatrioteAvecMLP/status/745382481554247680
PaulDoughty1;19/06/2016 10:48;3;0;". @ telegraph supporting # Brexit: We must vote Leave to create a Britain fit for the future""  | via @ telegraph http://www.telegraph.co.uk/opinion/2016/06/18/we-must-vote-leave-to-create-a-britain-fit-for-the-future/?utm_source=dlvr.it&utm_medium=twitter …""";;@ @;#;7,44452E+17;https://twitter.com/PaulDoughty1/status/744451761977589760
PaulHenriCadier;17/06/2016 21:56;0;0;"@Mr__Smiley_: WATCH Irish for Brexit - https://www.youtube.com/watch?v=AhrUSdNxHic … … # InOrOut"" @ RonanLTynan @ IrelandUncut""";;@Mr__Smiley_ @ @;#;7,43895E+17;https://twitter.com/PaulHenriCadier/status/743895085792755714
PaulHenriCadier;17/06/2016 22:25;0;0;"More foreign intervention: as German EU chief brands Brexit campaign LIES ordering 'idiotic' UK take 'good deal' http://shr.gs/q1eCmZW "";;;;743902477892845568""";https://twitter.com/PaulHenriCadier/status/743902477892845568;;;;
PaulHenriCadier;17/06/2016 23:05;0;0;"Putin on Brexit - Russia wants to talk to a STRONG Europe So, Cameron was wrong then http://reut.rs/23gMuaK  pic.twitter.com/VQt4j7qS58"";;;;743912600891699201""";https://twitter.com/PaulHenriCadier/status/743912600891699201;;;;
PaulSaffer1;20/06/2016 09:44;0;0;One story dominates in France today(apart from # EURO2016) # EURef # Brexit pic.twitter.com/k2wJT0LjqD;;;# # #;7,44798E+17;https://twitter.com/PaulSaffer1/status/744798151840718848
PavelBenes;19/06/2016 21:53;0;0;Black xicht forever! # brexit # labradosti # labrador @BIO | OKO https://www.instagram.com/p/BG2TZn_L-1j/;;@BIO;# # #;7,44619E+17;https://twitter.com/PavelBenes/status/744619042053431296
Peckhampulse;20/06/2016 14:56;0;0;and lose against the nationalist tide stirred up by Brexit.;;;;7,44877E+17;https://twitter.com/Peckhampulse/status/744876672961359872
PeteArman;15/06/2016 20:33;0;0;Finally!!! # brexit # postalvote # eu # voteremain @München West Park https://www.instagram.com/p/BGr3D-_khM2oyPW7wtVX4wUAGyh-OA4XsDzsv40/ …;;@M;# # # #;7,43149E+17;https://twitter.com/PeteArman/status/743149355914321921
PeteArman;16/06/2016 21:52;0;1;All ready to go!!! # brexit # postalvote # bremain # voteremain @… https://www.instagram.com/p/BGuk9ackhEittIyez0XAoeWjQhVYnr7vjpIhhU0/ …;;@;# # # #;7,43532E+17;https://twitter.com/PeteArman/status/743531760240123904
PeteBarronMedia;21/06/2016 23:34;2;4;“ @ TheSun: Tomorrow's front page: The Queen has been quizzing dinner guests about # Brexit http://thesun.uk/6016BQKsE  pic.twitter.com/f3FpodKW1g”;;@;#;7,45369E+17;https://twitter.com/PeteBarronMedia/status/745369298349211648
PhoenixBTrading;16/06/2016 15:55;0;0;Brexit fears weighing on the markets... Where to put your money. Safe havens # GOLD # JPY # usd… https://www.instagram.com/p/BGt8GQ_JXIA/;;;# # #;7,43442E+17;https://twitter.com/PhoenixBTrading/status/743441899952955392
Psicovirginio;19/06/2016 15:18;0;1;# brexit # remain # cornwall # truro @Truro town centre Cornwall https://www.instagram.com/p/BG1mRY0xrqE/;;@Truro;# # # #;7,4452E+17;https://twitter.com/Psicovirginio/status/744519810269077505
Purfleetjohn;16/06/2016 13:50;0;1;Cut off for days in the Cairngorms. Brexit are winning ? ! Oh fuck me, no;;;;7,4341E+17;https://twitter.com/Purfleetjohn/status/743410460305784832
Purfleetjohn;19/06/2016 07:42;0;1;because they're idiots. Leave are a bunch of liars and if we vote for Brexit, we're looking at chaos.;;;;7,44405E+17;https://twitter.com/Purfleetjohn/status/744405049921671168
Purfleetjohn;19/06/2016 13:21;0;0;pretty sure if there's NOT a Brexit we'll be looking at rise of Far Right violence;;;;7,4449E+17;https://twitter.com/Purfleetjohn/status/744490342632800256
Purfleetjohn;19/06/2016 13:33;0;0;Brexit won't even stop immigration. Frankly it's a load of bollocks preached by charlatans;;;;7,44493E+17;https://twitter.com/Purfleetjohn/status/744493301177454592
Purfleetjohn;19/06/2016 13:45;0;4;Scots Indy was an economic fiasco waiting to happen but at least independence was worth having. Fail to see any benefit to Brexit;;;;7,44496E+17;https://twitter.com/Purfleetjohn/status/744496300796813313
Purfleetjohn;20/06/2016 08:58;0;0;Democracy is lying to people? Wow. You must be for Brexit;;;;7,44786E+17;https://twitter.com/Purfleetjohn/status/744786400025817088
Purfleetjohn;20/06/2016 15:06;0;0;Pretty clear that a vote for Brexit may not mean immigration control I not coupled to leaving the single market. All that fuss for nothing;;;;7,44879E+17;https://twitter.com/Purfleetjohn/status/744879159160143873
Purfleetjohn;21/06/2016 08:12;3;11;Anyone saying Jez is REALLY for Brexit, doesn't 'get' Jez. He's a prickly SOB, but he means what he says. If he backed Leave, he'd say so.;;;;7,45137E+17;https://twitter.com/Purfleetjohn/status/745137293216800768
Purfleetjohn;21/06/2016 08:26;0;0;if he wanted Brexit, he'd say so. He doesn't give a crap about expediency, only his 'honesty'. Which makes admirable AND a pain;;;;7,45141E+17;https://twitter.com/Purfleetjohn/status/745140710161027073
Purfleetjohn;21/06/2016 09:01;0;0;Project Fear telling us the economy's screwed if we Brexit. Believe it when a proper plutocrat like Soros says it ! Some right bastard ! Er.;;;;7,4515E+17;https://twitter.com/Purfleetjohn/status/745149634599784448
RTF83;18/06/2016 18:01;0;1;# brexit no 100% right or wrong answer Process is flawed much like the EU Fear of Fear dominantes;;;#;7,44198E+17;https://twitter.com/RTF83/status/744198336324997120
RTF83;19/06/2016 11:29;0;2;# brexit # Gersey John Nettles in disguise # Bergerac;;;# # #;7,44462E+17;https://twitter.com/RTF83/status/744462016136548352
RaybanCat;15/06/2016 11:03;0;0;If @ George_Osborne doesn't think he can cope with his job post # Brexit then perhaps he should resign today.;;@;#;7,43006E+17;https://twitter.com/RaybanCat/status/743005968783560704
Rengren;16/06/2016 17:13;0;0;Står här och pratar Brexit. # borisjohnson # davidcameron (at @ SturehofSkocken in Stockholm) https://www.swarmapp.com/c/1d0MZYGS2fa;;@;# #;7,43462E+17;https://twitter.com/Rengren/status/743461584136175616
Rich___Jones;21/06/2016 17:59;0;0;The truth: Brexit is a fake revolt - working-class culture is being hijacked to help the elite | Paul Mason http://gu.com/p/4m4pc/stw;;;;7,45285E+17;https://twitter.com/Rich___Jones/status/745284997247021057
Ride_Velo;16/06/2016 15:32;0;2;Biking Boys Say No to Brexit http://www.ridevelo.cc/shorts/2016/6/16/riding-for-the-remain-campaign …;;;;7,43436E+17;https://twitter.com/Ride_Velo/status/743436045824430080
RobertaGisotti;21/06/2016 20:05;0;0;# Brexit Draghi: pronti a tutte le urgenze. Appello di Cameron ‘pro remain’ http://it.radiovaticana.va/news/1238966  @SPC_VA;;@SPC_VA;#;7,45317E+17;https://twitter.com/RobertaGisotti/status/745316636408700929
RussBedford1;21/06/2016 15:18;0;0;@ LordAshcroft A non Brexit question, did you ever have dealings with the late Jack Walker, of Walkersteel ?;;@;;7,45244E+17;https://twitter.com/RussBedford1/status/745244498888916992
SRodrigoruiz;17/06/2016 20:05;0;0;Diversity... # judie # kids # gibraltar # uk # eu # rok # european # brexit # referendum # 23june # judaism… https://www.instagram.com/p/BGw9fzTK8qr/;;;# # # # # # # # # # #;7,43867E+17;https://twitter.com/SRodrigoruiz/status/743867195642392576
STR4N6ER;20/06/2016 20:22;0;0;# Brexit gonna be rigged.. no surprises there then. This fucking#establishment really needs to be taken down one way or another;;;# #establishment;7,44959E+17;https://twitter.com/STR4N6ER/status/744958658543558656
SWFGreens;16/06/2016 14:51;0;0;# Greens: Green Party calls out ‘immigration lies’ from Brexit campaign and launches positive free movement campaign https://goo.gl/6kw4dd;;;#;7,43426E+17;https://twitter.com/SWFGreens/status/743425656952762370
SWFLabour;15/06/2016 12:07;0;0;# Labour: Rolls Royce warning further evidence of Brexit threat to jobs & the economy -… http://j.mp/1Q3SscP pic.twitter.com/NSDsyPGG86;;;#;7,43022E+17;https://twitter.com/SWFLabour/status/743022179730620416
SWFLabour;16/06/2016 12:14;0;0;# Labour: Corbyn lays into Tory Brexit camp over EU “blame game” http://j.mp/1Q7sl4w pic.twitter.com/oqMppAFKFv;;;#;7,43386E+17;https://twitter.com/SWFLabour/status/743386166091616256
SWFLabour;16/06/2016 13:16;0;0;# Labour: Don’t blame migrants or the EU for Britain’s problems – Corbyn speech on Brexit http://j.mp/23dCfni pic.twitter.com/XN9SsSUyA3;;;#;7,43402E+17;https://twitter.com/SWFLabour/status/743401777295306752
SWFLabour;19/06/2016 22:14;1;0;# Labour: The Guardian view on the economics of Brexit: running wild risks is not British |… http://j.mp/265RrIk pic.twitter.com/Z91oyb3Mzt;;;#;7,44624E+17;https://twitter.com/SWFLabour/status/744624296778096640
SWFLabour;20/06/2016 13:27;1;1;# Labour: We can counter the claim that Brexit means taking back control of the UK’s borders http://j.mp/28IF3Z5 pic.twitter.com/FiWyqdX4WY;;;#;7,44854E+17;https://twitter.com/SWFLabour/status/744854096553750528
SWFLabour;20/06/2016 16:36;0;0;# Labour: Would Brexit be an “irrevocable blow” or is it time to get out? Newspapers’ EU… http://j.mp/28IvGri pic.twitter.com/425J9pBWml;;;#;7,44902E+17;https://twitter.com/SWFLabour/status/744901700197064704
SWFLabour;20/06/2016 19:42;0;0;# Labour: A Brexit won’t stop cheap labour coming to Britain | Len McCluskey http://j.mp/28J4rNv pic.twitter.com/XQIpeMepJf;;;#;7,44949E+17;https://twitter.com/SWFLabour/status/744948582583672832
SWFLabour;20/06/2016 21:49;0;0;# Labour: Corbyn clams Remain nerves with punchy TV plea to shun Brexit and protect the… http://j.mp/28JnR4O pic.twitter.com/FkOn6sWPzM;;;#;7,4498E+17;https://twitter.com/SWFLabour/status/744980427736125440
